iter	Passed	Remaining
279	1154	2968
280	1158	2963
281	1161	2956
282	1164	2950
283	1168	2946
284	1172	2942
285	1176	2936
286	1180	2931
287	1183	2925
288	1188	2923
289	1192	2918
290	1196	2914
291	1199	2907
292	1202	2901
293	1209	2904
294	1213	2899
295	1216	2892
296	1220	2888
297	1225	2886
298	1229	2882
299	1234	2880
300	1238	2875
301	1240	2868
302	1245	2864
303	1249	2860
304	1253	2856
305	1258	2853
306	1262	2850
307	1266	2846
308	1270	2841
309	1274	2837
310	1278	2833
311	1281	2826
312	1285	2821
313	1288	2814
314	1291	2809
315	1295	2803
316	1299	2799
317	1303	2795
318	1307	2791
319	1311	2787
320	1315	2782
321	1319	2777
322	1323	2773
323	1327	2769
324	1330	2764
325	1333	2757
326	1337	2753
327	1341	2749
328	1347	2748
329	1351	2743
330	1356	2740
331	1360	2738
332	1365	2734
333	1370	2732
334	1374	2727
335	1378	2723
336	1381	2718
337	1386	2714
338	1390	2710
339	1395	2708
340	1399	2705
341	1403	2700
342	1407	2696
343	1412	2692
344	1414	2686
345	1418	2681
346	1422	2677
347	1426	2673
348	1431	2670
349	1436	2667
350	1439	2661
351	1443	2657
352	1446	2652
353	1450	2646
354	1454	2641
355	1458	2638
356	1463	2635
357	1467	2630
358	1471	2627
359	1475	2622
360	1478	2617
361	1482	2612
362	1486	2608
363	1489	2602
364	1493	2598
365	1498	2594
366	1501	2589
367	1505	2584
368	1508	2580
369	1513	2577
370	1517	2572
371	1521	2568
372	1525	2565
373	1529	2560
374	1533	2556
375	1538	2552
376	1542	2548
377	1546	2544
378	1549	2539
379	1554	2535
380	1558	2531
381	1564	2530
382	1567	2525
383	1571	2521
384	1575	2516
385	1579	2511
386	1582	2506
387	1586	2502
388	1590	2498
389	1594	2493
390	1597	2488
391	1600	2482
392	1604	2478
393	1609	2475
394	1614	2472
395	1618	2468
396	1621	2463
397	1625	2458
398	1628	2453
399	1632	2449
400	1635	2443
401	1640	2439
402	1644	2436
403	1647	2431
404	1651	2426
405	1655	2422
406	1660	2419
407	1667	2419
408	1671	2414
409	1675	2411
410	1680	2408
411	1685	2405
412	1691	2403
413	1694	2398
414	1697	2392
415	1700	2387
416	1704	2383
417	1708	2378
418	1712	2374
419	1715	2368
420	1719	2364
421	1724	2361
422	1726	2355
423	1729	2349
424	1732	2344
425	1737	2340
426	1741	2337
427	1745	2332
428	1749	2328
429	1752	2323
430	1756	2319
431	1760	2314
432	1764	2309
433	1768	2306
434	1773	2303
435	1776	2298
436	1780	2294
437	1785	2290
438	1789	2286
439	1794	2283
440	1798	2279
441	1802	2275
442	1806	2271
443	1811	2267
444	1815	2264
445	1819	2259
446	1823	2255
447	1828	2253
448	1832	2248
449	1835	2243
450	1839	2239
451	1843	2235
452	1847	2230
453	1850	2225
454	1857	2224
455	1860	2219
456	1865	2216
457	1870	2213
458	1874	2209
459	1878	2205
460	1883	2202
461	1888	2198
462	1895	2198
463	1899	2194
464	1904	2190
465	1908	2186
466	1910	2180
467	1915	2177
468	1922	2176
469	1926	2172
470	1931	2169
471	1935	2165
472	1940	2161
473	1943	2156
474	1947	2152
475	1950	2147
476	1955	2144
477	1960	2140
478	1963	2136
479	1966	2130
480	1970	2126
481	1974	2121
482	1978	2117
483	1982	2113
484	1984	2107
485	1989	2104
486	1992	2098
487	1995	2094
488	1999	2089
489	2004	2086
490	2007	2081
491	2012	2077
492	2015	2072
493	2019	2068
494	2024	2065
495	2027	2060
496	2030	2054
497	2034	2051
498	2039	2047
499	2043	2043
500	2046	2038
501	2050	2034
502	2053	2029
503	2059	2027
504	2064	2023
505	2070	2021
506	2075	2018
507	2080	2014
508	2085	2011
509	2088	2006
510	2094	2003
511	2098	1999
512	2102	1996
513	2107	1992
514	2110	1987
515	2115	1984
516	2120	1980
517	2123	1975
518	2126	1971
519	2130	1966
520	2137	1964
521	2140	1959
522	2143	1955
523	2148	1951
524	2153	1948
525	2157	1944
526	2160	1939
527	2166	1936
528	2169	1932
529	2173	1927
530	2177	1923
531	2187	1924
532	2190	1919
533	2196	1916
534	2202	1913
535	2205	1909
536	2209	1905
537	2213	1900
538	2216	1895
539	2220	1891
540	2224	1886
541	2227	1882
542	2231	1877
543	2234	1873
544	2237	1868
545	2241	1863
546	2244	1859
547	2248	1854
548	2252	1850
549	2256	1846
550	2260	1841
551	2263	1836
552	2267	1832
553	2271	1828
554	2274	1823
555	2277	1819
556	2281	1814
557	2286	1811
558	2290	1807
559	2295	1803
560	2298	1798
561	2302	1794
562	2305	1789
563	2309	1785
564	2313	1780
565	2316	1776
566	2320	1771
567	2323	1767
568	2326	1762
569	2330	1758
570	2334	1753
571	2337	1749
572	2340	1744
573	2344	1740
574	2349	1736
575	2353	1732
576	2356	1727
577	2360	1723
578	2363	1718
579	2367	1714
580	2372	1710
581	2378	1708
582	2382	1704
583	2385	1699
584	2389	1695
585	2393	1691
586	2396	1686
587	2400	1682
588	2405	1678
589	2409	1674
590	2412	1669
591	2417	1665
592	2421	1661
593	2424	1657
594	2429	1654
595	2434	1650
596	2437	1645
597	2442	1641
598	2445	1637
599	2450	1633
600	2453	1629
601	2457	1624
602	2463	1621
603	2466	1617
604	2470	1612
605	2473	1608
606	2476	1603
607	2481	1599
608	2484	1595
609	2489	1591
610	2494	1587
611	2499	1584
612	2504	1581
613	2509	1577
614	2512	1572
615	2516	1568
616	2520	1564
617	2524	1560
618	2527	1555
619	2531	1551
620	2535	1547
621	2539	1543
622	2543	1539
623	2547	1534
624	2551	1531
625	2555	1526
626	2559	1522
627	2563	1518
628	2567	1514
629	2570	1509
630	2575	1506
631	2579	1501
632	2582	1497
633	2586	1493
634	2591	1489
635	2594	1484
636	2598	1480
637	2602	1476
638	2606	1472
639	2611	1468
640	2615	1464
641	2619	1460
642	2622	1455
643	2625	1451
644	2628	1446
645	2632	1442
646	2634	1437
647	2638	1433
648	2641	1428
649	2645	1424
650	2649	1420
651	2652	1415
652	2657	1412
653	2661	1407
654	2664	1403
655	2668	1399
656	2672	1395
657	2676	1390
658	2678	1386
659	2684	1383
660	2687	1378
661	2690	1373
662	2693	1369
663	2698	1365
664	2703	1361
665	2706	1357
666	2710	1353
667	2713	1348
668	2718	1345
669	2721	1340
670	2726	1336
671	2733	1333
672	2737	1330
673	2742	1326
674	2749	1323
675	2755	1320
676	2759	1316
677	2766	1313
678	2771	1310
679	2777	1307
680	2784	1304
681	2788	1300
682	2791	1295
683	2794	1291
684	2798	1286
685	2801	1282
686	2804	1277
687	2808	1273
688	2811	1268
689	2815	1265
690	2820	1261
691	2824	1257
692	2829	1253
693	2832	1249
694	2837	1245
695	2842	1241
696	2845	1237
697	2848	1232
698	2852	1228
699	2856	1224
700	2860	1219
701	2865	1216
702	2871	1213
703	2874	1208
704	2877	1204
705	2880	1199
706	2883	1194
707	2885	1190
708	2890	1186
709	2892	1181
710	2897	1177
711	2900	1173
712	2904	1169
713	2909	1165
714	2913	1161
715	2918	1157
716	2923	1154
717	2929	1150
718	2933	1146
719	2937	1142
720	2942	1138
721	2947	1134
722	2949	1130
723	2952	1125
724	2955	1120
725	2960	1117
726	2963	1113
727	2966	1108
728	2969	1103
729	2971	1099
730	2974	1094
731	2978	1090
732	2982	1086
733	2985	1082
734	2989	1077
735	2993	1073
736	2997	1069
737	3000	1065
738	3004	1060
739	3007	1056
740	3011	1052
741	3015	1048
742	3019	1044
743	3023	1040
744	3026	1035
745	3029	1031
746	3034	1027
747	3037	1023
748	3040	1018
749	3044	1014
750	3048	1010
751	3052	1006
752	3055	1002
753	3058	997
754	3062	993
755	3065	989
756	3068	985
757	3071	980
758	3076	976
759	3080	972
760	3083	968
761	3087	964
762	3090	960
763	3094	955
764	3098	951
765	3101	947
766	3105	943
767	3110	939
768	3114	935
769	3118	931
770	3121	927
771	3124	922
772	3127	918
773	3130	914
774	3133	909
775	3137	905
776	3140	901
777	3143	897
778	3147	893
779	3152	889
780	3155	884
781	3159	880
782	3163	876
783	3168	872
784	3170	868
785	3174	864
786	3179	860
787	3182	856
788	3187	852
789	3192	848
790	3194	844
791	3197	839
792	3200	835
793	3203	831
794	3206	826
795	3211	822
796	3213	818
797	3216	814
798	3219	810
799	3225	806
800	3230	802
801	3234	798
802	3237	794
803	3240	789
804	3244	785
805	3246	781
806	3250	777
807	3253	773
808	3259	769
809	3264	765
810	3267	761
811	3272	757
812	3277	753
813	3282	749
814	3286	745
815	3291	742
816	3296	738
817	3300	734
818	3304	730
819	3309	726
820	3313	722
821	3318	718
822	3321	714
823	3324	710
824	3326	705
825	3331	701
826	3336	698
827	3341	694
828	3345	690
829	3349	686
830	3354	682
831	3357	677
832	3361	673
833	3365	669
834	3370	666
835	3374	662
836	3379	658
837	3383	654
838	3386	649
839	3391	645
840	3395	641
841	3399	637
842	3403	633
843	3407	629
844	3411	625
845	3414	621
846	3417	617
847	3421	613
848	3426	609
849	3431	605
850	3434	601
851	3437	597
852	3441	593
853	3444	588
854	3448	584
855	3452	580
856	3456	576
857	3461	572
858	3465	568
859	3469	564
860	3473	560
861	3478	556
862	3483	552
863	3487	548
864	3490	544
865	3493	540
866	3496	536
867	3500	532
868	3505	528
869	3510	524
870	3512	520
871	3515	516
872	3518	511
873	3521	507
874	3524	503
875	3528	499
876	3534	495
877	3538	491
878	3542	487
879	3546	483
880	3550	479
881	3554	475
882	3560	471
883	3564	467
884	3567	463
885	3570	459
886	3575	455
887	3578	451
888	3581	447
889	3586	443
890	3591	439
891	3595	435
892	3598	431
893	3600	426
894	3604	422
895	3608	418
896	3613	414
897	3618	411
898	3623	407
899	3625	402
900	3629	398
901	3632	394
902	3635	390
903	3639	386
904	3642	382
905	3646	378
906	3649	374
907	3652	370
908	3657	366
909	3662	362
910	3667	358
911	3673	354
912	3678	350
913	3683	346
914	3687	342
915	3692	338
916	3695	334
917	3698	330
918	3702	326
919	3706	322
920	3709	318
921	3713	314
922	3717	310
923	3721	306
924	3725	302
925	3728	297
926	3731	293
927	3734	289
928	3737	285
929	3740	281
930	3744	277
931	3747	273
932	3749	269
933	3752	265
934	3755	261
935	3758	257
936	3761	252
937	3764	248
938	3768	244
939	3771	240
940	3774	236
941	3777	232
942	3780	228
943	3783	224
944	3786	220
945	3788	216
946	3791	212
947	3794	208
948	3797	204
949	3800	200
950	3802	195
951	3805	191
952	3808	187
953	3810	183
954	3813	179
955	3815	175
956	3817	171
957	3819	167
958	3821	163
959	3823	159
960	3825	155
961	3828	151
962	3830	147
963	3832	143
964	3834	139
965	3837	135
966	3839	131
967	3842	127
968	3844	122
969	3846	118
970	3848	114
971	3850	110
972	3853	106
973	3855	102
974	3857	98
975	3859	94
976	3861	90
977	3863	86
978	3865	82
979	3867	78
980	3869	74
981	3871	70
982	3874	67
983	3876	63
984	3878	59
985	3880	55
986	3882	51
987	3884	47
988	3886	43
989	3889	39
990	3891	35
991	3893	31
992	3895	27
993	3897	23
994	3899	19
995	3901	15
996	3903	11
997	3905	7
998	3907	3
999	3909	0
