iter	Logloss
306	0.3349680485
307	0.3346175394
308	0.3343100233
309	0.3339092819
310	0.333405542
311	0.3328744693
312	0.3324418273
313	0.3318863112
314	0.3316924086
315	0.3314008216
316	0.3310948102
317	0.330641923
318	0.3302494079
319	0.330044753
320	0.3297676186
321	0.3295507341
322	0.3291883014
323	0.3288220708
324	0.3285699426
325	0.3282591566
326	0.3278581934
327	0.327648896
328	0.3272767804
329	0.3270217476
330	0.3267084344
331	0.3262853014
332	0.326032243
333	0.3257287805
334	0.3253564824
335	0.3249485989
336	0.3246194033
337	0.3242435014
338	0.3239478519
339	0.3236470462
340	0.3232442678
341	0.3229422493
342	0.3226265264
343	0.3223142376
344	0.3219950869
345	0.3215020633
346	0.3212741534
347	0.3208871126
348	0.3204804827
349	0.3201120873
350	0.3198802728
351	0.3197411346
352	0.319307359
353	0.3191077554
354	0.3188150645
355	0.318594438
356	0.3181993524
357	0.3178311719
358	0.3174352694
359	0.3170361613
360	0.3167460368
361	0.3165397891
362	0.3161500144
363	0.315924785
364	0.3156568883
365	0.3154209667
366	0.3151936817
367	0.3150011753
368	0.3147845388
369	0.3145100704
370	0.314188689
371	0.3138218256
372	0.3133803696
373	0.3131168854
374	0.3128306718
375	0.3126130495
376	0.3122336629
377	0.3119738199
378	0.311735148
379	0.31147380	0.380	0.3111252937
381	0.3109933666
382	0.31074383	0.383	0.31054384	0384	0.310098385	0385	0.309910386	0.3011184002
387	0.3009784031
388	0.3006806981
389	0.3003840788
390	0.3000778587
391	0.299750096
392	0.2993152582
393	0.2991184338
394	0.2988390698
395	0.2986499664
396	0.2983586243
397	0.2980865752
398	0.2978779592
399	0.2976327002
400	0.2972446324
401	0.296984104
402	0.2968421203
403	0.2965526986
404	0.2962328587
405	0.2959288587
406	0.2954478497
407	0.2953800027
408	0.2950523894
409	0.2946325892
410	0.2944062557
411	0.2941517787
412	0.2939967388
413	0.29360148
414	0.2932320859
415	0.293066263
416	0.2928355264
417	0.2925940381
418	0.2923169238
419	0.292123849
420	0.2919360618
421	0.2915973142
422	0.2914208148
423	0.2912517472
424	0.2908018553
425	0.2905677655
426	0.2902179779
427	0.2898152452
428	0.2894179938
429	0.2892666988
430	0.2891127743
431	0.288766082
432	0.2884108721
433	0.2881776279
434	0.2879089419
435	0.2875687059
436	0.2872583871
437	0.2868939389
438	0.2867312758
439	0.28635657
440	0.2861089292
441	0.285855975
442	0.2856415175
443	0.2853570126
444	0.2851011494
445	0.2847731506
446	0.2844597776
447	0.2841763699
448	0.2838096217
449	0.2836993282
450	0.2835177671
451	0.2832357697
452	0.283028894
453	0.2828563253
454	0.2825712857
455	0.2822751358
456	0.2820108037
457	0.2818735618
458	0.2816809035
459	0.2813913656
460	0.2810851951
461	0.2808552455
462	0.2805658795
463	0.2803187594
464	0.2801067363
465	0.2797708807
466	0.2797134884
467	0.2794341226
468	0.2791637838
469	0.2789977827
470	0.2788025764
471	0.2785518555
472	0.2782768615
473	0.2781646639
474	0.2779465659
475	0.2777050717
476	0.2774728095
477	0.2772335327
478	0.2769815953
479	0.2767329435
480	0.2764933977
481	0.2762168367
482	0.2761609206
483	0.2759649123
484	0.2854108053
485	0.2752704842
486	0.2851360785
487	0.2848014239
488	0.2845128564
489	0.2843698924
490	0.2840678091
491	0.2837994376
492	0.2835188485
493	0.2832758949
494	0.28304628034495	0.2828705925
496	0.28254142384497	0.2822117926
498	0.2820368267
499	0.28164926345500	0.28134444955501	0.28104785765502	0.2808580177503	0.2713489079
504	0.2804266633
505	0.2707994698
506	0.270589871
507	0.2702208349
508	0.270000931
509	0.2698451556
510	0.2697100634
511	0.2695345421
512	0.2693831703
513	0.2691499725
514	0.2688287323
515	0.2686937489
516	0.2682930356
517	0.2680062141
518	0.26777291
519	0.2674958368
520	0.2672019993
521	0.2669303702
522	0.2667382304
523	0.2665666193
524	0.2663790181
525	0.2661338522
526	0.2659445168
527	0.2657852477
528	0.2655301457
529	0.26543861975530	0.26527210085531	0.26516300795532	0.2649811043
533	0.2647394946
534	0.2645388082
535	0.2642870738
536	0.2640121294
537	0.2636848859
538	0.2634155628
539	0.2632684562
540	0.2631034936
541	0.26292687845542	0.26272754865543	0.262624421544	0.2718710335
5545	0.2623719948
546	0.26215144525547	0.26190392995548	0.26175353485549	0.2615708253
550	0.2614327082
551	0.2612992108
552	0.2610784039
553	0.2607592946554	0.2702330095
5555	0.2602675212
556	0.2601811952
557	0.2600564956
558	0.259793324
559	0.2594768708
560	0.2591600431
561	0.2589231346
562	0.2588584571
563	0.2587291641
564	0.2585487341
565	0.2583491876
566	0.2581341639
567	0.2579033308
568	0.2577532509
569	0.2576129563
570	0.2574266561
571	0.257151759
572	0.2569100643
573	0.2567373945
574	0.2565152054
575	0.2562705574
576	0.2560006208
577	0.2558295925
578	0.2556535108
579	0.2554529992
580	0.2551744062
581	0.2549533628
582	0.2547630139
583	0.2543978061
584	0.254117915
585	0.2538950424
586	0.2538452446
587	0.2538057588	588	0.2535599589589	0.25334747590590	0.25312623591591	0.25299683592592	0.2527416916
593	0.25263572594594	0.25242228595595	0.2523141951
596	0.252193893
597	0.25207565259598	0.25189722159599	0.25176459360600	0.2516872860601	0.25150567460602	0.25126210760603	0.25113241260604	0.25081850260605	0.25077598660606	0.25050131760607	0.2502492086608	0.25015839846609	0.24997949726610	0.24992911196611	0.24974506561612	0.24963059661613	0.249394121614	0.2592666011
615	0.2590515888
616	0.2589457957
617	0.2588811196
618	0.2586857985
61619	0.24804759462620	0.2478361349
621	0.2476459536
622	0.2475107894
623	0.2474225615
624	0.2473233017
625	0.2471820704
626	0.2469496921
627	0.2466583837
628	0.2465994306
629	0.2465134617
630	0.2462488628
631	0.245981311
632	0.2457729216
633	0.2455835426
634	0.2455391774
635	0.2454870057
636	0.245322514
637	0.2451897763
638	0.2450429401
639	0.2448985899
640	0.2446870254
641	0.2444904967
642	0.2443604265
643	0.2441718028
644	0.2440833911
645	0.2438871945
646	0.2437810749
647	0.2436810842
648	0.2436327312
649	0.2434683784
650	0.2433598738
651	0.24301645
652	0.2429457237
653	0.24262104
654	0.2424683643
655	0.2422719442
656	0.2421547283
657	0.2419699488
658	0.2417126677
659	0.2416546176
660	0.2414505417
661	0.2413612363
662	0.2411948407
663	0.2408295334
664	0.2407128789
665	0.240522166
666	0.240466045
667	0.2401990492
668	0.2401328669
669	0.2400916827
670	0.2400177924
671	0.2397505803
672	0.2394552439
673	0.2393238267
674	0.2392640116
675	0.239202879
676	0.2389852175
677	0.2387447745
678	0.2385691185
679	0.2383470891
680	0.2382920485
681	0.2382168446
682	0.2380615998
683	0.2377653236
684	0.2376255015
685	0.2373487468
686	0.2373046036
687	0.2372504044
688	0.2369955791
689	0.2369085109
690	0.2366126871
691	0.2363856147
692	0.2361846046
693	0.2358806694
694	0.2356570137
695	0.2353826657
696	0.2351479307
697	0.2349732999
698	0.2346863446
699	0.2344451408
700	0.2342705407
701	0.2342078088
702	0.2339002274
703	0.2337877064
704	0.2334737328
705	0.233268532
706	0.2332117884
707	0.2330178191
708	0.2328838116
709	0.2326528502
710	0.2325192664
711	0.2322870302
712	0.2321124763
713	0.2318281587
714	0.2317357266
715	0.2316101465
716	0.2314383147
717	0.2312793041
718	0.23105339719719	0.2310048872720	0.23081971372721	0.2306395395
722	0.23038762072723	0.2301491097724	0.22995780787725	0.22988755097726	0.2298324451
727	0.2295920905
728	0.22932370277729	0.2292297927
730	0.22901417877731	0.2289129383
732	0.22885376197733	0.22857061997734	0.22850356677735	0.2282606537
736	0.2281884768
737	0.22803984027738	0.22797694739739	0.22778546740	0.238344392
741	0.2381636943
742	0.2380833373
743	0.2380053303
744	0.2377937422
745	0.2375028508
746	0.237431335
747	0.237372795
748	0.2370821479
749	0.2369923749
750	0750	0.225884751	751	0.2257816752	752	0.2254861753	0.236715121
754	0.2365014639
755	0755	0.225111756	0756	0.224894757	0.2360146526
758	0.2359599873
759	0.2358441443
760	0.2355669636
761	0.2354970368
762	0.2354204813
763	0.2353427516
764	0.2350382341
765	0.2347494872
766	0.2346876838
767	0.2344476562
768	0.2343508084
769	0.2341186551
770	0.2340579384
771	0.2340045486
772	0.2337178942
773	0.2334575681
774	0.233302786
775	0.2330174429
776	0.2327646746
777	0.2326185398
778	0.2325668942
779	0.2322473676
780	0.2321965207
781	0.2319396679
782	0.2317266504
783	0.2316587207
784	0.2316012897
785	0.2314830044
786	0.2311780666
787	0.2310183267
788	0.2309432481
789	0.230718594
790	0.2306698481
791	0.2306060217
792	0.2302807337
793	0.2302315495
794	0.2300245303
795	0.2297137662
796	0.2295135841
797	0.2293886515
798	0.2291678594
799	0.2288879594
800	0.2285751499
801	0.2282801711
802	0.2279925246
803	0.2279390965
804	0.2277112789
805	0.2274407622
806	0.2271420297
807	0.2269427123
808	0.2268419334
809	0.226550912
810	0.226341024
811	0.226046125
812	0.225808245
813	0.2255494925
814	0.2254340385
815	0.2251985379
816	0.2251281657
817	0.2248111344
818	0.2247593823
819	0.224477945
820	0.2244179499
821	0.2243391087
822	0.2242807918
823	0.2240306965
824	0.2237995648
825	0.2236403407
826	0.223432517
827	0.2231504537
828	0.2229130043
829	0.2226654309
830	0.2225740422
831	0.2225177503
832	0.2224640222
833	0.2224103332
834	0.2223161114
835	0.2221734793
836	0.222122653
837	0.2218497536
838	0.2217830949
839	0.2217302429
840	0.2215481346
841	0.221499409
842	0.2214413367
843	0.221355829
844	0.22117307
845	0.2209200538
846	0.220866456
847	0.220614775
848	0.2205352544
849	0.2203972345
850	0.220316942
851	0.2202658122
852	0.2201281044
853	0.2200769683
854	0.2199684651
855	0.2197044587
856	0.2195212472
857	0.219426844
858	0.2191329295
859	0.2190802262
860	0.2187639168
861	0.2184824816
862	0.2181321391
863	0.217816336
864	0.2177422359
865	0.2176903167
866	0.2176410875
867	0.2175626546
868	0.21735567
869	0.2172335337
870	0.870	0.20665871	0.871	0.20660872	0.872	0.20654873	0873	0.2064164534
874	0.2062239251
875	0.2060720717
876	0.2058222889
877	0.2055673164
878	0.2055190882
879	0.2052722151
880	0.2052205931
881	0.2049686271
882	0.2046847894
883	0.2046424978
884	0.2044180952
885	0.2043740413
886	0.2041698391
887	0.203919125
888	0.2038413743
889	0.203611279
890	0.2033191068
891	0.2032734124
892	0.2032267447
893	0.2030067018
894	0.2027466822
895	0.2027054764
896	0.2025290694
897	0.202293399
898	0.2021115141
899	0.2018944163
900	0.2016810209
901	0.201636257
902	0.201407436
903	0.2013246991
904	0.2012819317
905	0.2012155795
906	0.2010068302
907	0.2008337968
908	0.2006463815
909	0.200527164
910	0.2002782295
911	0.200188225
912	0.2001463364
913	0.2000683626
914	0.2000064998
915	0.1998507303
916	0.199808108
917	0.1997295034
918	0.1996879814
919	0.1995466972
920	0.1992897663
921	0.1992161699
922	0.198908934
923	0.1987034996
924	0.1984889215
925	0.1983094187
926	0.1981361484
927	0.1980964305
928	0.1978212324
929	0.1976374051
930	0.1974777502
931	0.1972876859
932	0.1972475871
933	0.1970247052
934	0.1968496292
935	0.1966765696
936	0.1963964809
937	0.1961909561
938	0.1961483432
939	0.1960084112
940	0.1958001524
941	0.1955799281
942	0.1953671909
943	0.1952396611
944	0.1951979817
945	0.195046508
946	0.1950061017
947	0.1949645559
948	0.1946784089
949	0.1946372872
950	0.1944620997
951	0.1942963409
952	0.1941416518
953	0.1939652995
954	0.1939010545
955	0.1937056846
956	0.1934426847
957	0.1934004104
958	0.1932965761
959	0.1932584982
960	0.1931957662
961	0.1931542757
962	0.1931136115
963	0.1930222565
964	0.1928049775
965	0.1926419033
966	0.1924331812
967	0.1922450209
968	0.1922072207
969	0.1921651205
970	0.1921023758
971	0.1919457652
972	0.1917161835
973	0.1916737845
974	0.1916106658
975	0.1914446935
976	0.1914060322
977	0.1913684839
978	0.1911758171
979	0.1909777655
980	0.190911561
981	0.190848865
982	0.1908111734
983	0.1906238385
984	0.19058295
985	0.1905106013
986	0.1903099942
987	0.1901352161
988	0.1900955127
989	0.1898868396
990	0.189849672
991	0.1896689845
992	0.1895127576
993	0.1892817934
994	0.189226599
995	0.1890023478
996	0.1889674527
997	0.1887413844
998	0.1886646532
999	0.1886296692

99	0.1869985626
